,film_id,category_id,film_title,category,average_price,number_of_rental_day,total_days_revenue,last_rental_date,store_id,inventory_count,total_rentals,total_revenue,average_rental_duration_days
511,328,3,Forever Candidate,Children,2.99,7,20.93,2006-02-15 10:07:09,2.0,4,13,40.88,4.65
512,329,1,Forrest Sons,Action,2.99,4,11.96,2006-02-15 10:07:09,1.0,3,9,43.91,5.22
513,329,1,Forrest Sons,Action,2.99,4,11.96,2006-02-15 10:07:09,2.0,3,9,39.92,5.73
514,330,2,Forrester Comancheros,Animation,4.99,7,34.93,2006-02-15 10:07:09,1.0,4,15,73.86,4.61
515,330,2,Forrester Comancheros,Animation,4.99,7,34.93,2006-02-15 10:07:09,2.0,3,12,67.88,6.15
516,331,10,Forward Temple,Games,2.99,6,17.94,2006-02-15 10:07:09,2.0,4,17,45.87,4.76
517,331,10,Forward Temple,Games,2.99,6,17.94,2006-02-15 10:07:09,1.0,4,15,56.87,6.54
519,333,12,Freaky Pocus,Music,2.99,7,20.93,2006-02-15 10:07:09,2.0,2,9,20.93,3.54
520,333,12,Freaky Pocus,Music,2.99,7,20.93,2006-02-15 10:07:09,1.0,2,8,22.93,4.14
521,334,11,Freddy Storm,Horror,4.99,6,29.94,2006-02-15 10:07:09,2.0,4,15,75.86,5.07
522,334,11,Freddy Storm,Horror,4.99,6,29.94,2006-02-15 10:07:09,1.0,2,8,39.93,5.72
523,335,5,Freedom Cleopatra,Comedy,0.99,5,4.95,2006-02-15 10:07:09,1.0,2,5,5.95,2.96
524,336,6,French Holiday,Documentary,4.99,5,24.95,2006-02-15 10:07:09,1.0,3,13,69.88,4.81
525,336,6,French Holiday,Documentary,4.99,5,24.95,2006-02-15 10:07:09,2.0,2,4,24.96,6.18
526,337,9,Frida Slipper,Foreign,2.99,6,17.94,2006-02-15 10:07:09,1.0,2,7,26.94,6.41
527,337,9,Frida Slipper,Foreign,2.99,6,17.94,2006-02-15 10:07:09,2.0,2,4,13.96,4.17
528,338,14,Frisco Forrest,Sci-Fi,4.99,6,29.94,2006-02-15 10:07:09,2.0,3,9,53.91,6.19
529,339,16,Frogmen Breaking,Travel,0.99,5,4.95,2006-02-15 10:07:09,2.0,3,10,16.9,5.15
530,340,13,Frontier Cabin,New,4.99,6,29.94,2006-02-15 10:07:09,1.0,2,6,35.94,6.37
531,341,4,Frost Head,Classics,0.99,5,4.95,2006-02-15 10:07:09,1.0,4,16,39.86,5.64
532,341,4,Frost Head,Classics,0.99,5,4.95,2006-02-15 10:07:09,2.0,4,14,34.86,5.53
533,342,16,Fugitive Maguire,Travel,4.99,7,34.93,2006-02-15 10:07:09,1.0,4,11,56.89,4.03
534,343,3,Full Flatliners,Children,2.99,6,17.94,2006-02-15 10:07:09,1.0,2,5,16.95,3.77
535,344,3,Fury Murder,Children,0.99,3,2.97,2006-02-15 10:07:09,1.0,3,12,36.9,5.45
536,344,3,Fury Murder,Children,0.99,3,2.97,2006-02-15 10:07:09,2.0,2,7,21.93,4.55
537,345,8,Gables Metropolis,Family,0.99,3,2.97,2006-02-15 10:07:09,1.0,3,12,33.89,4.89
538,345,8,Gables Metropolis,Family,0.99,3,2.97,2006-02-15 10:07:09,2.0,2,7,13.94,4.72
539,346,4,Galaxy Sweethearts,Classics,4.99,4,19.96,2006-02-15 10:07:09,2.0,4,11,64.9,4.12
540,346,4,Galaxy Sweethearts,Classics,4.99,4,19.96,2006-02-15 10:07:09,1.0,2,7,40.94,4.64
541,347,16,Games Bowfinger,Travel,4.99,7,34.93,2006-02-15 10:07:09,1.0,4,14,62.88,3.89
542,348,8,Gandhi Kwai,Family,0.99,7,6.93,2006-02-15 10:07:09,2.0,4,17,16.87,5.34
543,349,2,Gangs Pride,Animation,2.99,4,11.96,2006-02-15 10:07:09,1.0,4,17,60.87,4.75
544,349,2,Gangs Pride,Animation,2.99,4,11.96,2006-02-15 10:07:09,2.0,3,10,34.91,4.04
545,350,14,Garden Island,Sci-Fi,4.99,3,14.97,2006-02-15 10:07:09,2.0,4,11,60.91,3.98
546,350,14,Garden Island,Sci-Fi,4.99,3,14.97,2006-02-15 10:07:09,1.0,4,9,73.91,6.36
547,351,11,Gaslight Crusade,Horror,2.99,4,11.96,2006-02-15 10:07:09,2.0,3,8,30.92,3.75
548,351,11,Gaslight Crusade,Horror,2.99,4,11.96,2006-02-15 10:07:09,1.0,3,8,31.92,4.26
549,352,10,Gathering Calendar,Games,0.99,4,3.96,2006-02-15 10:07:09,2.0,4,11,19.9,4.27
550,353,9,Gentlemen Stage,Foreign,2.99,6,17.94,2006-02-15 10:07:09,2.0,4,17,48.86,5.2
551,353,9,Gentlemen Stage,Foreign,2.99,6,17.94,2006-02-15 10:07:09,1.0,2,6,21.94,5.25
552,354,3,Ghost Groundhog,Children,4.99,6,29.94,2006-02-15 10:07:09,1.0,3,13,62.89,5.98
553,354,3,Ghost Groundhog,Children,4.99,6,29.94,2006-02-15 10:07:09,2.0,2,8,44.92,4.56
554,355,2,Ghostbusters Elf,Animation,0.99,7,6.93,2006-02-15 10:07:09,2.0,2,9,8.93,5.1
555,356,3,Giant Troopers,Children,2.99,5,14.95,2006-02-15 10:07:09,1.0,4,15,54.86,4.13
556,356,3,Giant Troopers,Children,2.99,5,14.95,2006-02-15 10:07:09,2.0,4,13,45.88,4.32
557,357,4,Gilbert Pelican,Classics,0.99,7,6.93,2006-02-15 10:07:09,2.0,4,9,17.91,6.66
558,358,4,Gilmore Boiled,Classics,0.99,5,4.95,2006-02-15 10:07:09,1.0,4,17,32.87,5.96
559,358,4,Gilmore Boiled,Classics,0.99,5,4.95,2006-02-15 10:07:09,2.0,4,11,19.89,4.18
561,360,1,Glass Dying,Action,0.99,4,3.96,2006-02-15 10:07:09,1.0,4,14,35.88,5.65
562,361,15,Gleaming Jawbreaker,Sports,2.99,5,14.95,2006-02-15 10:07:09,2.0,4,15,61.86,6.63
563,361,15,Gleaming Jawbreaker,Sports,2.99,5,14.95,2006-02-15 10:07:09,1.0,4,14,63.86,6.25
564,362,10,Glory Tracy,Games,2.99,7,20.93,2006-02-15 10:07:09,1.0,2,5,14.95,3.68
565,363,12,Go Purple,Music,0.99,3,2.97,2006-02-15 10:07:09,1.0,3,11,13.91,3.77
566,363,12,Go Purple,Music,0.99,3,2.97,2006-02-15 10:07:09,2.0,3,9,29.92,5.33
567,364,13,Godfather Diary,New,2.99,3,8.97,2006-02-15 10:07:09,1.0,3,8,37.92,4.57
568,365,5,Gold River,Comedy,4.99,4,19.96,2006-02-15 10:07:09,1.0,2,8,54.92,5.11
569,365,5,Gold River,Comedy,4.99,4,19.96,2006-02-15 10:07:09,2.0,2,6,39.94,5.26
570,366,7,Goldfinger Sensibility,Drama,0.99,3,2.97,2006-02-15 10:07:09,1.0,4,16,44.87,5.42
571,366,7,Goldfinger Sensibility,Drama,0.99,3,2.97,2006-02-15 10:07:09,2.0,3,8,22.92,4.75
572,367,14,Goldmine Tycoon,Sci-Fi,0.99,6,5.94,2006-02-15 10:07:09,1.0,4,15,24.87,5.6
573,367,14,Goldmine Tycoon,Sci-Fi,0.99,6,5.94,2006-02-15 10:07:09,2.0,3,12,18.89,5.11
574,368,7,Gone Trouble,Drama,2.99,7,20.93,2006-02-15 10:07:09,1.0,2,10,29.92,6.13
575,369,14,Goodfellas Salute,Sci-Fi,4.99,4,19.96,2006-02-15 10:07:09,2.0,4,16,88.87,5.46
576,369,14,Goodfellas Salute,Sci-Fi,4.99,4,19.96,2006-02-15 10:07:09,1.0,4,15,75.88,4.96
577,370,3,Gorgeous Bingo,Children,2.99,4,11.96,2006-02-15 10:07:09,1.0,3,11,55.9,6.32
578,370,3,Gorgeous Bingo,Children,2.99,4,11.96,2006-02-15 10:07:09,2.0,2,8,38.93,6.81
579,371,1,Gosford Donnie,Action,4.99,5,24.95,2006-02-15 10:07:09,1.0,3,8,48.92,4.47
580,372,15,Graceland Dynamite,Sports,4.99,5,24.95,2006-02-15 10:07:09,1.0,2,6,37.94,5.3
581,373,3,Graduate Lord,Children,2.99,7,20.93,2006-02-15 10:07:09,1.0,3,9,24.92,5.3
582,373,3,Graduate Lord,Children,2.99,7,20.93,2006-02-15 10:07:09,2.0,2,7,17.95,5.37
583,374,14,Graffiti Love,Sci-Fi,0.99,3,2.97,2006-02-15 10:07:09,2.0,4,16,36.86,4.29
584,374,14,Graffiti Love,Sci-Fi,0.99,3,2.97,2006-02-15 10:07:09,1.0,3,14,30.88,4.01
585,375,1,Grail Frankenstein,Action,2.99,4,11.96,2006-02-15 10:07:09,1.0,2,10,40.92,5.9
586,376,9,Grapes Fury,Foreign,0.99,4,3.96,2006-02-15 10:07:09,1.0,4,12,36.87,4.97
587,376,9,Grapes Fury,Foreign,0.99,4,3.96,2006-02-15 10:07:09,2.0,3,10,19.9,3.52
588,377,8,Grease Youth,Family,0.99,7,6.93,2006-02-15 10:07:09,1.0,3,12,15.89,5.0
589,377,8,Grease Youth,Family,0.99,7,6.93,2006-02-15 10:07:09,2.0,3,9,11.91,3.15
590,378,12,Greatest North,Music,2.99,5,14.95,2006-02-15 10:07:09,1.0,4,15,46.87,4.33
591,378,12,Greatest North,Music,2.99,5,14.95,2006-02-15 10:07:09,2.0,4,14,56.86,5.24
592,379,7,Greedy Roots,Drama,0.99,7,6.93,2006-02-15 10:07:09,2.0,4,14,14.87,3.22
593,380,9,Greek Everyone,Foreign,2.99,7,20.93,2006-02-15 10:07:09,2.0,3,11,35.89,5.09
594,380,9,Greek Everyone,Foreign,2.99,7,20.93,2006-02-15 10:07:09,1.0,2,6,19.94,4.52
595,381,10,Grinch Massage,Games,4.99,7,34.93,2006-02-15 10:07:09,2.0,3,9,50.91,6.1
596,381,10,Grinch Massage,Games,4.99,7,34.93,2006-02-15 10:07:09,1.0,2,5,25.95,3.63
597,382,10,Grit Clockwork,Games,0.99,3,2.97,2006-02-15 10:07:09,2.0,4,16,43.86,5.32
598,382,10,Grit Clockwork,Games,0.99,3,2.97,2006-02-15 10:07:09,1.0,4,16,53.86,5.37
600,383,15,Groove Fiction,Sports,0.99,6,5.94,2006-02-15 10:07:09,2.0,2,9,15.92,5.37
601,384,12,Grosse Wonderful,Music,4.99,5,24.95,2006-02-15 10:07:09,2.0,3,8,46.92,4.79
602,385,5,Groundhog Uncut,Comedy,4.99,6,29.94,2006-02-15 10:07:09,2.0,3,11,46.91,4.09
603,385,5,Groundhog Uncut,Comedy,4.99,6,29.94,2006-02-15 10:07:09,1.0,2,7,31.95,7.18
605,387,10,Gun Bonnie,Games,0.99,7,6.93,2006-02-15 10:07:09,2.0,3,13,12.89,5.06
606,387,10,Gun Bonnie,Games,0.99,7,6.93,2006-02-15 10:07:09,1.0,3,12,17.9,6.68
607,388,5,Gunfight Moon,Comedy,0.99,5,4.95,2006-02-15 10:07:09,1.0,3,12,21.9,5.4
608,388,5,Gunfight Moon,Comedy,0.99,5,4.95,2006-02-15 10:07:09,2.0,3,12,24.89,5.6
609,389,15,Gunfighter Mussolini,Sports,2.99,3,8.97,2006-02-15 10:07:09,1.0,2,7,33.94,5.38
610,389,15,Gunfighter Mussolini,Sports,2.99,3,8.97,2006-02-15 10:07:09,2.0,2,5,30.95,5.79
611,390,14,Guys Falcon,Sci-Fi,4.99,4,19.96,2006-02-15 10:07:09,1.0,3,9,52.92,4.8
612,391,8,Half Outfield,Family,2.99,6,17.94,2006-02-15 10:07:09,1.0,4,17,49.86,5.13
613,391,8,Half Outfield,Family,2.99,6,17.94,2006-02-15 10:07:09,2.0,3,9,23.93,4.09
614,392,3,Hall Cassidy,Children,4.99,5,24.95,2006-02-15 10:07:09,1.0,4,11,69.89,5.38
615,392,3,Hall Cassidy,Children,4.99,5,24.95,2006-02-15 10:07:09,2.0,2,5,28.95,4.16
616,393,6,Halloween Nuts,Documentary,2.99,6,17.94,2006-02-15 10:07:09,1.0,2,10,29.92,4.89
617,394,14,Hamlet Wisdom,Sci-Fi,2.99,7,20.93,2006-02-15 10:07:09,1.0,4,14,39.88,6.34
618,395,1,Handicap Boondock,Action,0.99,4,3.96,2006-02-15 10:07:09,1.0,3,15,24.88,4.74
619,395,1,Handicap Boondock,Action,0.99,4,3.96,2006-02-15 10:07:09,2.0,3,13,25.88,4.48
620,396,7,Hanging Deep,Drama,4.99,5,24.95,2006-02-15 10:07:09,2.0,4,19,92.85,4.73
621,397,14,Hanky October,Sci-Fi,2.99,5,14.95,2006-02-15 10:07:09,2.0,4,13,55.88,5.81
622,397,14,Hanky October,Sci-Fi,2.99,5,14.95,2006-02-15 10:07:09,1.0,3,13,48.89,5.8
623,398,12,Hanover Galaxy,Music,4.99,5,24.95,2006-02-15 10:07:09,2.0,4,17,81.86,4.45
624,399,9,Happiness United,Foreign,2.99,6,17.94,2006-02-15 10:07:09,2.0,2,6,22.94,5.0
625,400,6,Hardly Robbers,Documentary,2.99,7,20.93,2006-02-15 10:07:09,1.0,2,4,15.96,6.95
626,401,7,Harold French,Drama,0.99,6,5.94,2006-02-15 10:07:09,1.0,2,8,8.93,3.02
627,402,2,Harper Dying,Animation,0.99,3,2.97,2006-02-15 10:07:09,2.0,3,10,36.9,5.59
628,402,2,Harper Dying,Animation,0.99,3,2.97,2006-02-15 10:07:09,1.0,3,10,40.9,5.76
629,403,7,Harry Idaho,Drama,4.99,5,24.95,2006-02-15 10:07:09,1.0,4,16,97.85,5.5
630,403,7,Harry Idaho,Drama,4.99,5,24.95,2006-02-15 10:07:09,2.0,4,14,79.88,5.58
632,405,16,Haunted Antitrust,Travel,4.99,6,29.94,2006-02-15 10:07:09,2.0,2,6,31.94,4.36
633,406,10,Haunting Pianist,Games,0.99,5,4.95,2006-02-15 10:07:09,2.0,4,15,34.86,6.04
634,406,10,Haunting Pianist,Games,0.99,5,4.95,2006-02-15 10:07:09,1.0,2,7,12.94,4.34
635,407,6,Hawk Chill,Documentary,0.99,5,4.95,2006-02-15 10:07:09,1.0,2,7,12.94,5.03
636,408,10,Head Stranger,Games,4.99,4,19.96,2006-02-15 10:07:09,1.0,4,12,83.88,5.07
637,408,10,Head Stranger,Games,4.99,4,19.96,2006-02-15 10:07:09,2.0,3,10,58.91,5.11
638,409,3,Heartbreakers Bright,Children,4.99,3,14.97,2006-02-15 10:07:09,1.0,4,10,62.9,4.1
639,409,3,Heartbreakers Bright,Children,4.99,3,14.97,2006-02-15 10:07:09,2.0,3,10,69.9,4.56
640,410,5,Heaven Freedom,Comedy,2.99,7,20.93,2006-02-15 10:07:09,1.0,3,8,24.92,4.31
641,410,5,Heaven Freedom,Comedy,2.99,7,20.93,2006-02-15 10:07:09,2.0,2,10,24.93,5.52
642,411,12,Heavenly Gun,Music,4.99,5,24.95,2006-02-15 10:07:09,1.0,2,7,32.94,5.29
643,412,6,Heavyweights Beast,Documentary,4.99,6,29.94,2006-02-15 10:07:09,1.0,4,12,59.89,4.53
644,412,6,Heavyweights Beast,Documentary,4.99,6,29.94,2006-02-15 10:07:09,2.0,4,11,63.89,5.02
645,413,5,Hedwig Alter,Comedy,2.99,7,20.93,2006-02-15 10:07:09,1.0,3,12,31.9,4.17
646,414,9,Hellfighters Sierra,Foreign,2.99,3,8.97,2006-02-15 10:07:09,1.0,3,10,44.91,4.33
647,414,9,Hellfighters Sierra,Foreign,2.99,3,8.97,2006-02-15 10:07:09,2.0,3,10,47.9,4.22
648,415,11,High Encino,Horror,2.99,3,8.97,2006-02-15 10:07:09,1.0,3,13,62.88,4.82
649,415,11,High Encino,Horror,2.99,3,8.97,2006-02-15 10:07:09,2.0,3,9,54.91,6.0
650,416,9,Highball Potter,Foreign,0.99,6,5.94,2006-02-15 10:07:09,2.0,4,15,15.87,4.32
651,416,9,Highball Potter,Foreign,0.99,6,5.94,2006-02-15 10:07:09,1.0,2,6,11.94,6.05
652,417,1,Hills Neighbors,Action,0.99,5,4.95,2006-02-15 10:07:09,1.0,4,15,29.87,5.81
653,417,1,Hills Neighbors,Action,0.99,5,4.95,2006-02-15 10:07:09,2.0,2,10,28.92,7.19
654,418,7,Hobbit Alien,Drama,0.99,5,4.95,2006-02-15 10:07:09,2.0,4,16,33.87,5.76
655,418,7,Hobbit Alien,Drama,0.99,5,4.95,2006-02-15 10:07:09,1.0,4,15,34.87,5.68
657,420,15,Holes Brannigan,Sports,4.99,7,34.93,2006-02-15 10:07:09,2.0,3,10,53.9,5.55
658,420,15,Holes Brannigan,Sports,4.99,7,34.93,2006-02-15 10:07:09,1.0,2,5,21.96,4.76
659,421,9,Holiday Games,Foreign,4.99,7,34.93,2006-02-15 10:07:09,2.0,4,15,82.85,5.12
660,422,14,Hollow Jeopardy,Sci-Fi,4.99,7,34.93,2006-02-15 10:07:09,2.0,2,10,39.92,4.31
661,423,3,Hollywood Anonymous,Children,0.99,7,6.93,2006-02-15 10:07:09,1.0,2,7,7.93,4.55
662,423,3,Hollywood Anonymous,Children,0.99,7,6.93,2006-02-15 10:07:09,2.0,2,6,5.94,4.09
663,424,3,Holocaust Highball,Children,0.99,6,5.94,2006-02-15 10:07:09,1.0,3,11,17.9,6.01
664,424,3,Holocaust Highball,Children,0.99,6,5.94,2006-02-15 10:07:09,2.0,2,6,5.94,3.22
665,425,4,Holy Tadpole,Classics,0.99,6,5.94,2006-02-15 10:07:09,2.0,2,9,17.92,5.48
666,426,12,Home Pity,Music,4.99,7,34.93,2006-02-15 10:07:09,2.0,3,14,66.88,6.23
667,427,6,Homeward Cider,Documentary,0.99,5,4.95,2006-02-15 10:07:09,1.0,4,16,23.84,3.51
668,428,8,Homicide Peach,Family,2.99,6,17.94,2006-02-15 10:07:09,1.0,4,17,43.87,4.1
669,428,8,Homicide Peach,Family,2.99,6,17.94,2006-02-15 10:07:09,2.0,2,5,15.95,4.61
670,429,15,Honey Ties,Sports,0.99,3,2.97,2006-02-15 10:07:09,2.0,4,11,27.9,4.29
671,429,15,Honey Ties,Sports,0.99,3,2.97,2006-02-15 10:07:09,1.0,2,8,31.94,7.07
672,430,2,Hook Chariots,Animation,0.99,7,6.93,2006-02-15 10:07:09,2.0,4,13,17.87,5.19
673,431,9,Hoosiers Birdcage,Foreign,2.99,3,8.97,2006-02-15 10:07:09,2.0,3,8,41.92,4.87
674,432,4,Hope Tootsie,Classics,2.99,4,11.96,2006-02-15 10:07:09,1.0,3,9,30.91,3.16
675,432,4,Hope Tootsie,Classics,2.99,4,11.96,2006-02-15 10:07:09,2.0,2,9,41.92,5.48
676,433,2,Horn Working,Animation,2.99,4,11.96,2006-02-15 10:07:09,1.0,4,17,72.84,4.31
677,433,2,Horn Working,Animation,2.99,4,11.96,2006-02-15 10:07:09,2.0,2,7,36.93,5.15
678,434,16,Horror Reign,Travel,0.99,3,2.97,2006-02-15 10:07:09,2.0,4,14,37.87,4.6
679,434,16,Horror Reign,Travel,0.99,3,2.97,2006-02-15 10:07:09,1.0,4,13,39.88,5.16
680,435,9,Hotel Happiness,Foreign,4.99,6,29.94,2006-02-15 10:07:09,1.0,2,9,41.92,4.17
681,436,13,Hours Rage,New,0.99,4,3.96,2006-02-15 10:07:09,2.0,3,10,16.9,4.15
682,436,13,Hours Rage,New,0.99,4,3.96,2006-02-15 10:07:09,1.0,3,9,27.92,5.91
683,437,8,House Dynamite,Family,2.99,7,20.93,2006-02-15 10:07:09,2.0,4,17,45.86,4.94
684,437,8,House Dynamite,Family,2.99,7,20.93,2006-02-15 10:07:09,1.0,2,6,19.94,4.02
685,438,10,Human Graffiti,Games,2.99,3,8.97,2006-02-15 10:07:09,2.0,3,9,43.91,4.36
686,438,10,Human Graffiti,Games,2.99,3,8.97,2006-02-15 10:07:09,1.0,2,6,36.94,6.07
687,439,7,Hunchback Impossible,Drama,4.99,4,19.96,2006-02-15 10:07:09,1.0,4,10,72.9,5.89
688,439,7,Hunchback Impossible,Drama,4.99,4,19.96,2006-02-15 10:07:09,2.0,2,10,42.93,4.2
689,440,9,Hunger Roof,Foreign,0.99,6,5.94,2006-02-15 10:07:09,2.0,2,9,11.92,6.16
690,440,9,Hunger Roof,Foreign,0.99,6,5.94,2006-02-15 10:07:09,1.0,2,4,7.96,6.74
691,441,6,Hunter Alter,Documentary,2.99,5,14.95,2006-02-15 10:07:09,1.0,2,5,24.95,6.81
692,442,8,Hunting Musketeers,Family,2.99,6,17.94,2006-02-15 10:07:09,1.0,3,15,40.88,5.05
693,443,5,Hurricane Affair,Comedy,2.99,6,17.94,2006-02-15 10:07:09,2.0,4,14,47.87,5.67
694,443,5,Hurricane Affair,Comedy,2.99,6,17.94,2006-02-15 10:07:09,1.0,3,10,34.9,4.66
695,444,5,Hustler Party,Comedy,4.99,3,14.97,2006-02-15 10:07:09,1.0,4,12,99.88,6.14
696,444,5,Hustler Party,Comedy,4.99,3,14.97,2006-02-15 10:07:09,2.0,4,10,90.9,6.94
697,445,4,Hyde Doctor,Classics,2.99,5,14.95,2006-02-15 10:07:09,1.0,3,14,51.87,4.23
698,445,4,Hyde Doctor,Classics,2.99,5,14.95,2006-02-15 10:07:09,2.0,3,12,43.89,4.32
699,446,15,Hysterical Grail,Sports,4.99,5,24.95,2006-02-15 10:07:09,2.0,2,8,45.92,3.85
700,446,15,Hysterical Grail,Sports,4.99,5,24.95,2006-02-15 10:07:09,1.0,2,7,41.93,5.11
701,447,10,Ice Crossing,Games,2.99,5,14.95,2006-02-15 10:07:09,1.0,4,16,55.86,4.68
702,447,10,Ice Crossing,Games,2.99,5,14.95,2006-02-15 10:07:09,2.0,3,8,34.92,5.38
703,448,13,Idaho Love,New,2.99,3,8.97,2006-02-15 10:07:09,2.0,3,9,32.92,3.1
704,448,13,Idaho Love,New,2.99,3,8.97,2006-02-15 10:07:09,1.0,2,8,35.93,5.1
705,449,14,Identity Lover,Sci-Fi,2.99,4,11.96,2006-02-15 10:07:09,2.0,4,13,56.88,5.0
706,450,3,Idols Snatchers,Children,2.99,5,14.95,2006-02-15 10:07:09,2.0,4,20,52.85,4.82
707,450,3,Idols Snatchers,Children,2.99,5,14.95,2006-02-15 10:07:09,1.0,3,10,35.91,4.4
708,451,16,Igby Maker,Travel,4.99,7,34.93,2006-02-15 10:07:09,2.0,3,10,47.91,5.76
709,451,16,Igby Maker,Travel,4.99,7,34.93,2006-02-15 10:07:09,1.0,2,9,41.92,5.05
710,452,9,Illusion Amelie,Foreign,0.99,4,3.96,2006-02-15 10:07:09,2.0,4,15,34.87,4.95
711,453,15,Image Princess,Sports,2.99,3,8.97,2006-02-15 10:07:09,1.0,3,9,49.91,5.21
712,453,15,Image Princess,Sports,2.99,3,8.97,2006-02-15 10:07:09,2.0,2,5,26.95,4.63
713,454,12,Impact Aladdin,Music,0.99,6,5.94,2006-02-15 10:07:09,1.0,2,9,18.92,7.2
714,455,9,Impossible Prejudice,Foreign,4.99,7,34.93,2006-02-15 10:07:09,1.0,4,14,74.86,4.89
715,456,2,Inch Jet,Animation,4.99,6,29.94,2006-02-15 10:07:09,2.0,4,13,70.87,4.89
716,456,2,Inch Jet,Animation,4.99,6,29.94,2006-02-15 10:07:09,1.0,2,5,24.95,3.96
717,457,6,Independence Hotel,Documentary,0.99,5,4.95,2006-02-15 10:07:09,2.0,4,14,22.87,5.01
718,457,6,Independence Hotel,Documentary,0.99,5,4.95,2006-02-15 10:07:09,1.0,2,5,11.95,5.41
719,458,8,Indian Love,Family,0.99,4,3.96,2006-02-15 10:07:09,2.0,4,11,31.9,5.78
720,458,8,Indian Love,Family,0.99,4,3.96,2006-02-15 10:07:09,1.0,2,5,14.95,5.08
721,459,9,Informer Double,Foreign,4.99,4,19.96,2006-02-15 10:07:09,2.0,2,5,27.95,3.39
722,460,9,Innocent Usual,Foreign,4.99,3,14.97,2006-02-15 10:07:09,1.0,4,14,98.86,4.65
723,460,9,Innocent Usual,Foreign,4.99,3,14.97,2006-02-15 10:07:09,2.0,4,12,92.88,5.38
724,461,2,Insects Stone,Animation,0.99,3,2.97,2006-02-15 10:07:09,2.0,4,12,24.87,3.12
725,461,2,Insects Stone,Animation,0.99,3,2.97,2006-02-15 10:07:09,1.0,2,6,11.94,3.67
726,462,12,Insider Arizona,Music,2.99,5,14.95,2006-02-15 10:07:09,2.0,3,11,31.91,3.95
727,462,12,Insider Arizona,Music,2.99,5,14.95,2006-02-15 10:07:09,1.0,2,9,29.92,4.13
728,463,15,Instinct Airport,Sports,2.99,4,11.96,2006-02-15 10:07:09,1.0,3,12,42.89,3.69
729,463,15,Instinct Airport,Sports,2.99,4,11.96,2006-02-15 10:07:09,2.0,2,6,26.94,4.88
730,464,2,Intentions Empire,Animation,2.99,3,8.97,2006-02-15 10:07:09,1.0,4,10,47.9,5.1
731,464,2,Intentions Empire,Animation,2.99,3,8.97,2006-02-15 10:07:09,2.0,3,7,30.93,3.88
732,465,13,Interview Liaisons,New,4.99,4,19.96,2006-02-15 10:07:09,2.0,3,12,65.9,5.51
733,465,13,Interview Liaisons,New,4.99,4,19.96,2006-02-15 10:07:09,1.0,2,8,44.92,3.46
734,466,6,Intolerable Intentions,Documentary,4.99,6,29.94,2006-02-15 10:07:09,1.0,2,9,39.93,4.67
735,467,9,Intrigue Worst,Foreign,0.99,6,5.94,2006-02-15 10:07:09,1.0,4,10,17.9,4.56
736,467,9,Intrigue Worst,Foreign,0.99,6,5.94,2006-02-15 10:07:09,2.0,3,10,18.91,6.11
737,468,3,Invasion Cyclone,Children,2.99,5,14.95,2006-02-15 10:07:09,1.0,4,15,53.86,4.42
738,468,3,Invasion Cyclone,Children,2.99,5,14.95,2006-02-15 10:07:09,2.0,4,12,46.88,4.7
739,469,4,Iron Moon,Classics,4.99,7,34.93,2006-02-15 10:07:09,2.0,3,11,50.9,4.17
740,470,2,Ishtar Rocketeer,Animation,4.99,4,19.96,2006-02-15 10:07:09,1.0,2,7,42.94,5.84
741,471,4,Island Exorcist,Classics,2.99,7,20.93,2006-02-15 10:07:09,2.0,4,14,44.87,5.66
742,471,4,Island Exorcist,Classics,2.99,7,20.93,2006-02-15 10:07:09,1.0,3,12,31.9,3.86
743,472,16,Italian African,Travel,4.99,3,14.97,2006-02-15 10:07:09,2.0,2,6,38.94,4.25
744,473,7,Jacket Frisco,Drama,2.99,5,14.95,2006-02-15 10:07:09,2.0,3,11,47.9,5.43
745,473,7,Jacket Frisco,Drama,2.99,5,14.95,2006-02-15 10:07:09,1.0,2,7,23.94,4.11
746,474,15,Jade Bunch,Sports,2.99,6,17.94,2006-02-15 10:07:09,2.0,4,18,53.85,4.32
747,475,11,Japanese Run,Horror,0.99,6,5.94,2006-02-15 10:07:09,2.0,2,6,7.94,4.24
748,476,8,Jason Trap,Family,2.99,5,14.95,2006-02-15 10:07:09,2.0,4,15,61.86,5.74
749,476,8,Jason Trap,Family,2.99,5,14.95,2006-02-15 10:07:09,1.0,3,9,35.91,4.38
751,478,5,Jaws Harry,Comedy,2.99,4,11.96,2006-02-15 10:07:09,2.0,3,10,44.91,5.53
752,478,5,Jaws Harry,Comedy,2.99,4,11.96,2006-02-15 10:07:09,1.0,2,4,14.96,3.29
753,479,8,Jedi Beneath,Family,0.99,7,6.93,2006-02-15 10:07:09,2.0,3,10,10.9,4.53
754,479,8,Jedi Beneath,Family,0.99,7,6.93,2006-02-15 10:07:09,1.0,2,9,9.92,4.73
755,480,4,Jeepers Wedding,Classics,2.99,3,8.97,2006-02-15 10:07:09,2.0,2,8,30.94,4.67
756,480,4,Jeepers Wedding,Classics,2.99,3,8.97,2006-02-15 10:07:09,1.0,2,8,39.93,6.03
757,481,13,Jekyll Frogmen,New,2.99,4,11.96,2006-02-15 10:07:09,1.0,3,9,41.92,5.63
758,481,13,Jekyll Frogmen,New,2.99,4,11.96,2006-02-15 10:07:09,2.0,3,8,36.92,4.59
759,482,4,Jeopardy Encino,Classics,0.99,3,2.97,2006-02-15 10:07:09,1.0,3,10,28.9,4.49
